PDB ID,Chain ID,High Resolution Limit,CATH ID [Res Range],Entity ID,Chain Length,Molecular Weight
"4HRG","A","2.00","1.10.238.10 [0-113]","1","115","13269.30"
"4HST","A","1.57","","1","229","24851.00"
"4HTF","A","1.60","","1","285","33162.10"
"4HW4","B","1.53","1.10.437.10 [171-319]","1","157","17850.30"
"4HW4","A","1.53","1.10.437.10 [171-319]","1","157","17850.30"
"4HY9","A","1.55","","1","219","23820.80"
"4HY9","B","1.55","","1","219","23820.80"
"4I0W","C","1.60","","1","96","10855.50"
"4I0W","A","1.60","","1","96","10855.50"
"4I0X","J","1.96","1.10.287.1060 [10-88]","2","103","11427.50"
"4I0X","C","1.96","","1","94","9796.52"
"4I0X","F","1.96","1.10.287.1060 [7-96]","2","103","11427.50"
"4I0X","I","1.96","","1","94","9796.52"
"4I0X","L","1.96","1.10.287.1060 [9-90]","2","103","11427.50"
"4I0X","B","1.96","1.10.287.1060 [8-90]","2","103","11427.50"
"4I0X","E","1.96","1.10.287.1060 [3-69]","1","94","9796.52"
"4I0X","H","1.96","1.10.287.1060 [12-87]","2","103","11427.50"
"4I0X","K","1.96","","1","94","9796.52"
"4I0X","A","1.96","","1","94","9796.52"
"4I0X","D","1.96","1.10.287.1060 [9-91]","2","103","11427.50"
"4I0X","G","1.96","1.10.287.1060 [2-69]","1","94","9796.52"
"4I13","A","1.60","","1","159","18019.30"
"4I6N","C","1.70","","1","231","26265.00"
"4I6N","A","1.70","","1","231","26265.00"
"4IEL","A","1.60","3.40.30.10 [0-83]","1","229","25726.90"
"4IEL","B","1.60","3.40.30.10 [2-83]","1","229","25726.90"
"4IFL","X","1.80","","1","291","31828.50"
"4IGA","A","1.73","","1","123","13517.00"
"4IGK","B","1.75","","1","214","24531.20"
"4IGK","A","1.75","","1","214","24531.20"
"4IIO","A","1.70","","1","66","7362.41"
"4IIO","B","1.70","","1","66","7362.41"
"4IKB","A","1.78","","1","144","17156.10"
"4IKN","A","1.85","2.60.40.1170 [164-271], 2.60.40.1170 [379-413]","1","261","29340.00"
"4IMQ","A","1.50","2.40.10.10 [-1-70], 2.40.10.10 [71-181]","1","183","19310.20"
"4IN9","A","1.55","","1","166","18703.60"
"4IQN","A","1.75","","1","225","26305.40"
"4ITZ","A","1.65","","1","126","13971.70"
"4ITZ","B","1.65","","1","126","13971.70"
"4IU2","A","2.00","","1","212","22946.50"
"4IZ7","B","1.80","","2","97","11238.50"
"4J1V","C","1.95","","1","184","21397.40"
"4J1V","A","1.95","","1","184","21397.40"
"4J2C","A","1.80","","1","110","12679.10"
"4J2C","C","1.80","","1","110","12679.10"
"4J2Y","A","2.00","","1","176","19866.50"
"4J32","A","1.80","","1","174","19369.00"
"4J32","B","1.80","","2","101","11711.20"
"4J8S","A","1.55","","1","203","24033.30"
"4J9D","C","1.50","","1","63","6966.67"
"4J9D","A","1.50","","1","63","6966.67"
"4J9D","E","1.50","","1","63","6966.67"
"4J9Y","B","1.51","","1","102","12243.40"
"4JB8","A","1.70","","1","175","19750.80"
"4JDE","B","1.90","","2","146","16610.50"
"4JDE","A","1.90","","1","144","16468.30"
"4JIF","A","1.70","","1","154","16909.00"
"4JIV","C","1.90","","1","96","9847.71"
"4JIV","B","1.90","","1","96","9847.71"
"4JIV","A","1.90","","1","96","9847.71"
"4JIV","D","1.90","","2","93","9095.14"
"4JKG","A","1.80","","1","222","25452.70"
"4JO6","A","1.75","","1","159","16504.90"
"4JO6","D","1.75","","1","159","16504.90"
"4JO6","C","1.75","","1","159","16504.90"
"4JO6","B","1.75","","1","159","16504.90"
"4JO7","A","1.75","","2","89","10522.40"
"4JO7","G","1.75","","2","89","10522.40"
"4JO7","E","1.75","","2","89","10522.40"
"4JO7","C","1.75","","2","89","10522.40"
"4JQU","B","1.81","","2","54","6485.44"
"4JQU","A","1.81","","1","169","18764.40"
"4JZE","L","1.52","","2","55","6030.83"
"4K1R","C","1.63","","1","197","21981.70"
"4K1R","A","1.63","","1","197","21981.70"
"4K45","A","1.50","","1","106","12438.20"
"4K5A","B","1.50","","2","169","18187.50"
"4K5A","A","1.50","","1","184","20194.50"
"4K75","A","1.50","","1","87","9433.78"
"4K90","B","1.80","","2","215","23465.00"
"4KAX","B","1.85","","2","161","19038.60"
"4KDL","B","1.81","","2","90","9693.96"
"4KEH","A","1.90","","1","171","18859.80"
"4KEH","B","1.90","","1","171","18859.80"
"4KL8","T","1.52","","1","283","30874.10"
"4KL8","S","1.52","","1","283","30874.10"
"4KML","A","1.50","","1","241","26201.90"
"4KNL","B","1.55","","1","225","25265.80"
"4KNL","A","1.55","","1","225","25265.80"
"4KNL","D","1.55","","1","225","25265.80"
"4KNL","C","1.55","","1","225","25265.80"
"4KPU","B","1.60","","2","263","28428.90"
"4KRD","B","1.95","","2","207","23752.60"
"4KT6","B","1.71","","2","161","18836.50"
"4KT6","A","1.71","","1","259","29578.50"
"4KT6","D","1.71","","2","161","18836.50"
"4KT6","C","1.71","","1","259","29578.50"
"4KV1","B","1.50","","1","128","15170.50"
"4KV1","A","1.50","","1","128","15170.50"
"4KV4","A","2.00","","1","111","12877.90"
"4KVG","B","1.65","","2","260","30902.50"
"4KVG","A","1.65","","1","168","19236.90"
"4KVG","D","1.65","","2","260","30902.50"
"4KVG","C","1.65","","1","168","19236.90"
"4KXQ","A","1.85","","1","281","31833.10"
"4L1J","A","1.82","","1","204","23754.70"
"4L4V","C","1.90","","1","271","31711.70"
"4L4V","A","1.90","","1","271","31711.70"
"4L63","A","1.80","","1","266","29492.90"
"4LFL","B","1.65","","2","172","18889.30"
"4LFL","A","1.65","","1","162","17884.30"
"4LFL","D","1.65","","2","172","18889.30"
"4LFL","C","1.65","","1","162","17884.30"
"4LJO","A","1.56","","1","223","25099.70"
"4LL1","B","2.00","","2","105","11718.40"
"4LL1","D","2.00","","2","105","11718.40"
"4LLM","B","1.75","","2","129","13776.10"
"4LLM","A","1.75","","1","111","11575.00"
"4LLO","C","2.00","","1","177","20130.40"
"4LLO","F","2.00","","2","134","15517.70"
"4LLO","B","2.00","","2","134","15517.70"
"4LLO","E","2.00","","1","177","20130.40"
"4LLO","H","2.00","","2","134","15517.70"
"4LLO","A","2.00","","1","177","20130.40"
"4LLO","D","2.00","","2","134","15517.70"
"4LLO","G","2.00","","1","177","20130.40"
"4LM6","A","1.70","","1","62","6525.60"
"4LM6","C","1.70","","1","62","6525.60"
"4LUQ","D","1.77","","2","144","15955.60"
"4LUQ","C","1.77","","2","144","15955.60"
"4LWS","A","2.00","","2","135","15098.70"
"4LWS","B","2.00","","1","103","11415.10"
"4LX3","A","1.50","","1","108","12836.90"
"4LZF","A","1.72","","1","184","20860.30"
"4LZX","A","1.50","","1","148","16721.30"
"4M1G","B","1.60","","3","97","11049.00"
"4M1G","A","1.60","","3","97","11049.00"
"4M1U","C","1.56","","2","70","7824.59"
"4M1U","F","1.56","","2","70","7824.59"
"4M1U","B","1.56","","2","70","7824.59"
"4M1U","E","1.56","","2","70","7824.59"
"4M1U","A","1.56","","1","297","33228.20"
"4M1U","D","1.56","","2","70","7824.59"
"4M5D","B","1.97","","2","297","34526.40"
"4M5T","E","2.00","","1","87","9931.27"
"4M5T","C","2.00","","1","87","9931.27"
"4M5T","A","2.00","","1","87","9931.27"
"4M5T","G","2.00","","1","87","9931.27"
"4M6B","C","1.78","","2","55","5970.13"
"4M6B","A","1.78","","1","193","21205.40"
"4M6B","F","1.78","","2","55","5970.13"
"4M6B","D","1.78","","1","193","21205.40"
"4M92","A","1.60","","1","161","19125.80"
"4MD5","B","1.65","","2","200","23294.70"
"4MD5","A","1.65","","1","189","21919.60"
"4ML7","B","1.80","","2","99","10647.00"
"4ML7","D","1.80","","2","99","10647.00"
"4MLS","A","1.98","","1","95","10192.10"
"4MN3","A","1.54","","1","56","6816.85"
"4MQV","C","1.95","","1","69","7651.49"
"4MQV","A","1.95","","1","69","7651.49"
"4MRT","C","2.00","","1","90","9972.42"
"4MRT","A","2.00","","2","232","27245.80"
"4MS8","A","1.92","","3","180","21115.30"
"4MVK","A","1.50","","1","188","21533.40"
"4MZG","B","1.70","","2","222","25509.70"
"4MZG","D","1.70","","2","222","25509.70"
"4N0H","F","1.95","","3","160","18120.80"
"4N4F","A","1.83","","1","237","27951.00"
"4N4I","A","2.00","","1","252","29503.70"
"4N6O","B","1.80","","2","131","14924.90"
"4N6O","A","1.80","","1","278","31643.60"
"4N9O","B","1.50","","2","130","14248.70"
"4N9O","A","1.50","","1","142","16169.00"
"4NAF","A","1.90","","1","226","25232.50"
"4NBX","A","1.75","","1","143","16157.00"
"4NDP","A","1.60","","2","276","29376.80"
"4NE3","B","1.80","","2","74","8445.69"
"4NE3","A","1.80","","1","93","10740.00"
"4NEC","C","1.50","","1","264","28509.70"
"4NEC","B","1.50","","1","264","28509.70"
"4NEC","A","1.50","","1","264","28509.70"
"4NEC","D","1.50","","1","264","28509.70"
"4NI2","B","1.90","","2","209","23567.10"
"4NI2","A","1.90","","1","197","21786.30"
"4NL9","C","1.50","","2","71","7892.81"
"4NL9","B","1.50","","1","71","8050.19"
"4NL9","A","1.50","","1","71","8050.19"
"4NL9","D","1.50","","2","71","7892.81"
"4NMX","A","1.85","","1","125","14006.70"
"4NN5","A","1.90","","1","130","15109.90"
"4NN5","C","1.90","","3","212","22812.40"
"4NN5","B","1.90","","2","223","25431.80"
"4NNL","B","1.50","","1","103","11476.00"
"4NNL","A","1.50","","1","103","11476.00"
"4NUT","B","1.55","","2","57","7015.14"
"4NUT","A","1.55","","1","129","13875.20"
"4NZL","B","1.85","","2","114","12722.30"
"4O4B","B","1.80","","2","250","29683.90"
"4O62","B","1.78","","1","59","7078.73"
"4O62","A","1.78","","1","59","7078.73"
"4O62","C","1.78","","1","59","7078.73"
"4O8Y","A","1.95","","1","185","21040.90"
"4OB1","A","1.63","","1","290","33060.90"
"4OB2","B","1.52","","2","233","26583.60"
"4OB2","A","1.52","","1","209","23901.30"
"4OD7","A","1.60","","1","190","21011.60"
"4OD7","C","1.60","","1","190","21011.60"
"4OD7","B","1.60","","1","190","21011.60"
"4OD8","B","1.85","","1","232","26729.50"
"4OD8","A","1.85","","1","232","26729.50"
"4OD8","D","1.85","","2","52","5777.56"
"4OD8","C","1.85","","2","52","5777.56"
"4OD9","A","1.90","","1","103","11273.60"
"4OD9","D","1.90","","2","243","26540.60"
"4OD9","C","1.90","","1","103","11273.60"
"4OD9","B","1.90","","2","243","26540.60"
"4ODN","A","1.60","","1","158","17400.20"
"4ODP","A","1.75","","1","110","12179.50"
"4OEM","B","1.52","","2","70","7712.56"
"4OIJ","B","2.00","","1","74","8594.19"
"4OIJ","A","2.00","","1","74","8594.19"
"4OKF","B","1.54","","2","104","11556.00"
"4OKV","F","1.80","","3","66","7584.40"
"4OKV","E","1.80","","3","66","7584.40"
"4OMF","G","1.71","","1","275","30267.80"
"4OMF","B","1.71","","3","281","30778.80"
"4ONN","B","1.50","","2","160","17942.60"
"4ONN","A","1.50","","1","153","17165.60"
"4OWF","A","2.00","","1","90","10648.20"
"4OWF","B","2.00","","1","90","10648.20"
"4OWT","C","2.00","","3","104","11441.80"
"4OWT","B","2.00","","2","211","22364.90"
"4OYD","D","1.80","","2","117","13880.10"
"4OYD","B","1.80","","2","117","13880.10"
"4OYK","A","2.00","","1","177","20099.60"
"4OYK","B","2.00","","1","177","20099.60"
"4OZ1","B","1.74","","1","115","12660.30"
"4OZ1","A","1.74","","1","115","12660.30"
"4P3W","D","2.00","","1","182","19023.20"
"4P3W","C","2.00","","1","182","19023.20"
"4P3W","F","2.00","","1","182","19023.20"
"4P3W","B","2.00","","1","182","19023.20"
"4P3W","E","2.00","","1","182","19023.20"
"4P3W","A","2.00","","1","182","19023.20"
"4PC3","C","1.83","","2","282","30332.80"
"4PC3","D","1.83","","2","282","30332.80"
"4PDC","B","1.99","","1","123","14266.10"
"4PDC","E","1.99","","2","150","17853.90"
"4PDC","A","1.99","","1","123","14266.10"
"4PDC","D","1.99","","1","123","14266.10"
"4PDC","C","1.99","","1","123","14266.10"
"4PDC","F","1.99","","2","150","17853.90"
"4PER","B","1.92","","2","113","12898.80"
"4PKF","B","2.00","","2","81","9303.30"
"4PKF","C","2.00","","3","60","6865.69"
"4PKG","G","1.80","","2","186","20824.40"
"4PL6","B","1.68","","1","75","9118.20"
"4PL6","A","1.68","","1","75","9118.20"
"4PL8","H","2.00","","2","73","8333.40"
"4PO2","B","2.00","","1","235","26278.70"
"4PO2","A","2.00","","1","235","26278.70"
"4PO5","C","1.75","","1","167","18769.30"
"4PO5","F","1.75","","2","161","17245.60"
"4PO5","B","1.75","","2","161","17245.60"
"4PO5","E","1.75","","1","167","18769.30"
"4PO5","A","1.75","","1","167","18769.30"
"4PO5","D","1.75","","2","161","17245.60"
"4PP8","D","1.95","","2","174","20043.70"
"4PP8","C","1.95","","2","174","20043.70"
"4PS1","A","1.73","","1","275","31447.60"
"4PS1","D","1.73","","1","275","31447.60"
"4PS1","C","1.73","","1","275","31447.60"
"4PS1","B","1.73","","1","275","31447.60"
"4PV2","A","1.79","","1","197","21015.80"
"4PV2","D","1.79","","2","131","13624.60"
"4PV2","C","1.79","","1","197","21015.80"
"4PV2","B","1.79","","2","131","13624.60"
"4PYU","G","2.00","","1","76","8843.22"
"4PYU","S","2.00","","1","76","8843.22"
"4PYU","B","2.00","","1","76","8843.22"
"4PYU","O","2.00","","1","76","8843.22"
"4PYU","A","2.00","","1","76","8843.22"
"4PYU","K","2.00","","1","76","8843.22"
"4Q2U","G","1.80","","1","86","9512.58"
"4Q2U","J","1.80","","2","102","12221.60"
"4Q2U","M","1.80","","1","86","9512.58"
"4Q2U","P","1.80","","2","102","12221.60"
"4Q2U","C","1.80","","1","86","9512.58"
"4Q2U","F","1.80","","2","102","12221.60"
"4Q2U","I","1.80","","1","86","9512.58"
"4Q2U","L","1.80","","2","102","12221.60"
"4Q2U","O","1.80","","1","86","9512.58"
"4Q2U","B","1.80","","2","102","12221.60"
"4Q2U","E","1.80","","1","86","9512.58"
"4Q2U","H","1.80","","2","102","12221.60"
"4Q2U","K","1.80","","1","86","9512.58"
"4Q2U","N","1.80","","2","102","12221.60"
"4Q2U","A","1.80","","1","86","9512.58"
"4Q2U","D","1.80","","2","102","12221.60"
"4Q4X","4","1.65","","4","69","7319.04"
"4Q4X","3","1.65","","3","240","26637.70"
"4Q4X","2","1.65","","2","271","29817.40"
"4Q57","B","1.80","","2","244","28407.50"
"4Q57","A","1.80","","1","65","7121.87"
"4Q5E","C","1.87","","3","156","18052.70"
"4Q5E","A","1.87","","1","174","20116.50"
"4Q6F","C","1.91","","1","58","6597.69"
"4Q6F","B","1.91","","1","58","6597.69"
"4Q6F","A","1.91","","1","58","6597.69"
"4Q6F","D","1.91","","1","58","6597.69"
"4Q94","B","1.85","","1","135","15560.70"
"4Q94","A","1.85","","1","135","15560.70"
"4QAF","B","1.80","","1","152","16184.30"
"4QAF","A","1.80","","1","152","16184.30"
"4QAM","B","1.83","","2","201","23185.10"
"4QBS","A","1.80","","1","138","15705.10"
"4QC3","B","1.60","","1","107","12489.30"
"4QC3","A","1.60","","1","107","12489.30"
"4QE6","A","1.65","","1","233","27216.30"
"4QJV","C","1.60","","1","259","29429.60"
"4QJV","B","1.60","","2","94","11013.50"
"4QJV","A","1.60","","1","259","29429.60"
"4QJV","D","1.60","","2","94","11013.50"
"4QO1","B","1.92","","2","227","25626.00"
"4QPL","A","1.90","","1","155","17857.60"
"4QPL","C","1.90","","1","155","17857.60"
"4QQ4","B","1.75","","1","62","7378.12"
"4QQ4","A","1.75","","1","62","7378.12"
"4QT7","A","1.55","","1","61","6905.50"
"4QTT","B","2.00","","2","208","23048.10"
"4QTT","A","2.00","","1","135","15078.20"
"4QTT","D","2.00","","2","208","23048.10"
"4QTT","C","2.00","","1","135","15078.20"
"4QUJ","A","1.50","","1","278","31785.00"
"4QUT","A","1.70","","1","130","15453.50"
"4QXB","D","1.60","","2","68","7534.76"
"4QXB","B","1.60","","2","68","7534.76"
"4QYI","A","1.95","","1","186","21127.20"
"4R3L","A","1.84","","1","173","20302.40"
"4R6O","C","1.60","","1","133","14673.50"
"4R6O","A","1.60","","1","133","14673.50"
"4R6O","G","1.60","","1","133","14673.50"
"4R6O","E","1.60","","1","133","14673.50"
"4REY","A","1.96","","1","213","23266.20"
"4RGO","S","1.80","","1","245","28975.60"
"4RLJ","B","1.75","","2","147","15361.40"
"4RLJ","A","1.75","","1","158","17465.40"
"4ROJ","C","1.95","","1","117","13758.40"
"4ROJ","B","1.95","","1","117","13758.40"
"4ROJ","A","1.95","","1","117","13758.40"
"4RT4","D","2.00","","1","66","7581.71"
"4RT4","C","2.00","","1","66","7581.71"
"4RT4","B","2.00","","1","66","7581.71"
"4RT4","A","2.00","","1","66","7581.71"
"4RV0","F","2.00","","2","81","9215.14"
"4RV0","D","2.00","","2","81","9215.14"
"4RV0","B","2.00","","2","81","9215.14"
"4RV0","H","2.00","","2","81","9215.14"
"4S1I","A","1.60","","1","287","32096.00"
"4S3O","B","2.00","","2","118","13247.40"
"4S3O","F","2.00","","3","117","13950.90"
"4S3O","E","2.00","","2","118","13247.40"
"4S3O","C","2.00","","3","117","13950.90"
"4TJX","A","1.90","","1","165","17831.20"
"4TPS","B","1.65","","2","85","9744.07"
"4TPS","A","1.65","","1","154","18723.60"
"4TPS","D","1.65","","2","85","9744.07"
"4TPS","C","1.65","","1","154","18723.60"
"4TQ1","A","1.80","","1","289","34039.80"
"4TR1","A","1.58","","1","92","10505.90"
"4TSH","A","2.00","","1","121","12813.80"
"4TVS","B","1.60","","1","231","26001.10"
"4TVS","A","1.60","","1","231","26001.10"
"4TWI","A","1.79","","1","245","27181.40"
"4TWJ","A","1.65","","1","253","28537.00"
"4TXV","A","2.00","","1","184","19528.60"
"4TXV","D","2.00","","2","159","17416.90"
"4TXV","C","2.00","","1","184","19528.60"
"4TXV","B","2.00","","2","159","17416.90"
"4U0C","A","1.77","","1","231","25461.30"
"4U1E","G","2.00","","3","138","15530.70"
"4U32","X","1.65","","1","55","6304.25"
"4U3S","B","1.64","","2","184","19433.70"
"4U3S","A","1.64","","1","168","18318.60"
"4U4P","B","1.89","","2","247","27906.00"
"4U4P","A","1.89","","1","233","26278.30"
"4U5W","C","1.86","","1","149","17592.90"
"4U5W","B","1.86","","2","180","20742.20"
"4U5W","A","1.86","","1","149","17592.90"
"4U5W","D","1.86","","2","180","20742.20"
"4U5Y","D","1.93","","2","135","14535.60"
"4U5Y","A","1.93","","1","194","21669.30"
"4U68","C","1.80","","1","75","8441.59"
"4U68","B","1.80","","1","75","8441.59"
"4U68","A","1.80","","1","75","8441.59"
"4U7E","B","1.60","","1","163","18792.70"
"4U7I","A","1.79","","1","95","10794.30"
"4UAF","E","1.70","","2","87","9339.65"
"4UD7","D","1.60","","1","114","12830.70"
"4UD7","C","1.60","","1","114","12830.70"
"4UD7","B","1.60","","1","114","12830.70"
"4UD7","A","1.60","","1","114","12830.70"
"4UF7","E","1.70","","2","153","17506.90"
"4UF7","C","1.70","","2","153","17506.90"
"4UN1","A","1.97","","1","173","19212.90"
"4UN1","D","1.97","","2","179","20112.80"
"4UN1","C","1.97","","1","173","19212.90"
"4UN1","B","1.97","","2","179","20112.80"
"4UQY","A","1.60","","1","264","28665.50"
"4UQZ","B","1.60","","2","172","18807.60"
"4USL","A","1.65","","1","198","21695.30"
"4UTT","B","1.71","","1","229","25164.90"
"4UTT","A","1.71","","1","229","25164.90"
"4UWX","B","1.65","","1","239","27199.30"
"4UWX","A","1.65","","1","239","27199.30"
"4UYF","A","1.60","","1","154","17893.70"
"4UYQ","B","1.81","","2","75","8382.47"
"4UYQ","A","1.81","","1","151","16512.20"
"4V0W","A","1.55","","1","295","33921.00"
"4V0W","C","1.55","","1","295","33921.00"
"4V0X","B","1.85","","2","59","6927.68"
"4V11","A","1.95","","1","150","17095.00"
"4V3I","A","1.50","","1","257","29711.80"
"4V3L","C","1.53","","3","79","9135.33"
"4V4E","D","2.00","","2","274","31259.40"
"4V4E","J","2.00","","2","274","31259.40"
"4V4E","P","2.00","","2","274","31259.40"
"4V4E","V","2.00","","2","274","31259.40"
"4V4E","B","2.00","","2","274","31259.40"
"4V4E","H","2.00","","2","274","31259.40"
"4V4E","N","2.00","","2","274","31259.40"
"4V4E","T","2.00","","2","274","31259.40"
"4V4E","F","2.00","","2","274","31259.40"
"4V4E","L","2.00","","2","274","31259.40"
"4V4E","R","2.00","","2","274","31259.40"
"4V4E","X","2.00","","2","274","31259.40"
"4W4K","B","1.95","","2","174","19966.60"
"4W4K","A","1.95","","1","107","11876.30"
"4W4K","D","1.95","","2","174","19966.60"
"4W4K","C","1.95","","1","107","11876.30"
"4W4O","C","1.80","","2","280","31554.60"
"4W6Y","A","1.57","","1","151","16311.20"
"4W78","C","1.54","","1","178","19163.70"
"4W78","F","1.54","","2","127","13763.60"
"4W78","B","1.54","","2","127","13763.60"
"4W78","E","1.54","","1","178","19163.70"
"4W78","H","1.54","","2","127","13763.60"
"4W78","A","1.54","","1","178","19163.70"
"4W78","D","1.54","","2","127","13763.60"
"4W78","G","1.54","","1","178","19163.70"
"4WCI","A","1.65","","1","65","7593.52"
"4WCI","E","1.65","","1","65","7593.52"
"4WCI","C","1.65","","1","65","7593.52"
"4WEM","A","1.55","","1","272","28703.90"
"4WHP","E","1.54","","1","200","22278.80"
"4WHP","D","1.54","","2","238","26696.30"
"4WHP","C","1.54","","1","200","22278.80"
"4WHP","F","1.54","","2","238","26696.30"
"4WHP","A","1.54","","1","200","22278.80"
"4WI0","B","1.93","","2","156","16487.40"
"4WJN","A","1.50","","1","83","9526.77"
"4WKS","A","1.63","","2","165","17993.20"
"4WKZ","B","1.79","","2","191","21049.60"
"4WKZ","A","1.79","","1","243","26536.00"
"4WLR","B","2.00","","2","102","10719.10"
"4WM8","A","2.00","","1","297","32784.20"
"4WMA","D","1.62","","2","50","5710.23"
"4WND","B","1.50","","2","53","5831.62"
"4WNN","F","1.80","","2","102","11376.00"
"4WNN","B","1.80","","2","102","11376.00"
"4WNN","E","1.80","","1","132","14013.20"
"4WNN","H","1.80","","2","102","11376.00"
"4WNN","A","1.80","","1","132","14013.20"
"4WNN","D","1.80","","2","102","11376.00"
"4WNN","G","1.80","","1","132","14013.20"
"4WNN","C","1.80","","1","132","14013.20"
"4WSF","A","1.50","","1","122","13984.40"
"4WV4","B","1.91","","2","97","10823.30"
"4WV4","A","1.91","","1","102","11219.70"
"4WVP","E","1.63","","1","218","23319.00"
"4WVT","B","1.96","","1","98","11359.60"
"4WVT","A","1.96","","1","98","11359.60"
"4WW7","A","1.67","","1","261","29982.40"
"4WW7","B","1.67","","2","187","21515.70"
"4WWR","C","2.00","","2","53","5931.69"
"4WWR","A","2.00","","2","53","5931.69"
"4WWR","G","2.00","","2","53","5931.69"
"4WWR","E","2.00","","2","53","5931.69"
"4WZ5","B","1.60","","1","248","27755.50"
"4WZ5","A","1.60","","1","248","27755.50"
"4WZA","G","1.90","","3","276","30028.60"
"4WZA","F","1.90","","3","276","30028.60"
"4WZA","E","1.90","","3","276","30028.60"
"4WZA","H","1.90","","3","276","30028.60"
"4X1C","B","1.70","","1","62","6847.88"
"4X1C","F","1.70","","1","62","6847.88"
"4X1C","M","1.70","","1","62","6847.88"
"4X1C","A","1.70","","1","62","6847.88"
"4X1C","E","1.70","","1","62","6847.88"
"4X1C","J","1.70","","1","62","6847.88"
"4X1C","O","1.70","","1","62","6847.88"
"4X1C","D","1.70","","1","62","6847.88"
"4X1C","I","1.70","","1","62","6847.88"
"4X1C","N","1.70","","1","62","6847.88"
"4X1V","A","1.58","","1","65","7444.36"
"4X2H","A","1.80","","1","193","21617.30"
"4X2H","B","1.80","","2","183","20909.60"
"4X3I","A","1.80","","1","79","9393.23"
"4X86","A","1.85","","1","58","6657.56"
"4X86","B","1.85","","2","81","9003.04"
"4XA9","d","2.00","","2","231","25760.50"
"4XA9","g","2.00","","2","231","25760.50"
"4XA9","B","2.00","","1","297","32378.60"
"4XA9","E","2.00","","1","297","32378.60"
"4XA9","H","2.00","","1","297","32378.60"
"4XA9","c","2.00","","2","231","25760.50"
"4XA9","f","2.00","","2","231","25760.50"
"4XA9","A","2.00","","1","297","32378.60"
"4XA9","D","2.00","","1","297","32378.60"
"4XA9","G","2.00","","1","297","32378.60"
"4XA9","b","2.00","","2","231","25760.50"
"4XA9","e","2.00","","2","231","25760.50"
"4XA9","h","2.00","","2","231","25760.50"
"4XA9","C","2.00","","1","297","32378.60"
"4XA9","F","2.00","","1","297","32378.60"
"4XA9","a","2.00","","2","231","25760.50"
"4XAL","A","1.87","","1","131","14558.50"
"4XB6","A","1.70","","1","150","16560.60"
"4XB6","E","1.70","","1","150","16560.60"
"4XB6","D","1.70","","4","281","31879.10"
"4XB6","H","1.70","","4","281","31879.10"
"4XB6","B","1.70","","2","194","21226.50"
"4XB6","F","1.70","","2","194","21226.50"
"4XEK","A","1.79","","1","139","15228.50"
"4XIZ","N","2.00","","2","70","7975.90"
"4XIZ","M","2.00","","2","70","7975.90"
"4XIZ","B","2.00","","1","170","19493.30"
"4XIZ","A","2.00","","1","170","19493.30"
"4XL5","C","2.00","","2","263","28694.70"
"4XLG","B","1.78","","1","80","9313.67"
"4XSG","B","1.80","","2","219","25288.80"
"4Y1R","A","1.65","","1","179","19771.90"
"4Y6D","B","1.55","","2","134","15210.80"
"4Y6O","A","1.60","","1","293","33201.20"
"4Y6O","B","1.60","","1","293","33201.20"
"4Y7M","D","1.92","","2","295","32425.20"
"4Y7M","C","1.92","","2","295","32425.20"
"4Y99","C","2.00","","3","210","23994.60"
"4Y99","B","2.00","","2","106","12842.80"
"4YB8","B","1.90","","2","230","25676.80"
"4YB8","D","1.90","","2","230","25676.80"
"4YDY","J","2.00","","2","130","15120.40"
"4YDY","I","2.00","","2","130","15120.40"
"4YFB","A","1.75","","1","178","19231.30"
"4YFB","J","1.75","","1","178","19231.30"
"4YFB","G","1.75","","1","178","19231.30"
"4YFB","D","1.75","","1","178","19231.30"
"4YGB","C","1.60","","1","246","27154.20"
"4YGB","B","1.60","","2","104","12056.20"
"4YGB","A","1.60","","1","246","27154.20"
"4YGB","D","1.60","","2","104","12056.20"
"4YH8","B","1.70","","2","71","7942.98"
"4YH8","A","1.70","","1","216","25066.20"
"4YII","U","1.80","","1","155","17360.70"
"4YII","A","1.80","","2","90","10259.70"
"4YIQ","A","1.85","","1","108","12072.50"
"4YIQ","C","1.85","","1","108","12072.50"
"4YK9","F","1.70","","1","195","21925.00"
"4YK9","A","1.70","","1","195","21925.00"
"4YN3","B","1.95","","2","96","10659.90"
"4YV9","C","1.95","","1","284","33731.60"
"4YV9","B","1.95","","1","284","33731.60"
"4YV9","A","1.95","","1","284","33731.60"
"4YV9","D","1.95","","1","284","33731.60"
"4YX7","B","2.00","","2","70","7710.81"
"4YX7","E","2.00","","2","70","7710.81"
"4YX7","A","2.00","","1","73","8246.57"
"4YX7","D","2.00","","1","73","8246.57"
"4YX7","C","2.00","","3","197","22162.60"
"4YX7","F","2.00","","3","197","22162.60"
"4YYI","B","1.50","","1","108","12444.50"
"4YYI","A","1.50","","1","108","12444.50"
"4YYI","E","1.50","","1","108","12444.50"
"4YYI","D","1.50","","1","108","12444.50"
"4YYM","B","1.50","","1","144","16576.60"
"4YYM","A","1.50","","1","144","16576.60"
"4YZ6","A","1.95","","1","195","21587.60"
"4Z0U","B","2.00","","1","155","17623.00"
"4Z0U","A","2.00","","1","155","17623.00"
"4Z2P","B","1.60","","1","134","14341.50"
"4Z2P","A","1.60","","1","134","14341.50"
"4Z3X","E","1.85","","2","179","20133.90"
"4Z3X","H","1.85","","2","179","20133.90"
